0.4093219	-0.31745702	-0.7116227	-0.40765896	0.35005802	-0.5200072	0.012347703	-0.07629433	0.15690346	-0.41650268	0.417517	0.41382772	0.36696777	-0.3736194	-0.18649668	0.04970315
-0.03944027	0.21617658	-0.39414164	0.24961929	0.085742675	-0.38337904	0.27269477	0.2816506	-0.1426974	0.056124263	0.15767474	0.21313392	-0.24747823	0.18130942	-0.27420458	-0.2832031
0.22673252	0.089185804	-0.31267515	0.13433883	-0.017929412	-0.27304035	0.25590244	0.18217544	0.18955591	0.20932527	0.23968203	0.043513168	0.02844105	0.10556986	-0.07185802	-0.13946202
0.43883902	0.008648653	-0.11176263	0.08939322	0.022011695	-0.03807353	-0.09900037	0.046119407	0.17367426	0.46862718	0.5347826	-0.070073724	0.18648225	-0.20555286	0.01786634	0.12697488
0.18638201	-0.064121835	-0.3262768	-0.01971099	0.2813974	-0.25029472	0.04301768	0.15188722	-0.092277646	-0.2528291	0.357501	0.3961525	0.008695959	-0.16748983	-0.2732001	-0.12091038
-0.3443582	0.439673	0.28744093	0.598141	0.3490494	-0.14097054	0.40467528	0.52991384	-0.5110394	-0.094954155	-0.014337658	0.28668454	-0.5473073	0.37477756	-0.43926555	-0.4579293
0.36149138	0.11767032	-0.49308205	0.22502753	0.23348907	-0.52266985	0.058602	0.09967411	0.037740458	0.025878381	0.3766956	0.05409759	-0.077830546	-0.015427444	-0.13574915	-0.16630372
0.09027601	0.0954619	-0.39007682	0.041100897	0.10302291	-0.3896913	0.25612107	0.12285098	0.029180402	-0.11325884	0.0827027	0.16288038	-0.017721087	0.06303186	-0.14253499	-0.2258272
0.18863241	0.3582367	-0.067292035	0.56239134	-0.1291324	-0.3337301	0.08862226	0.3649467	0.03943546	0.49631968	0.19323727	-0.3643496	-0.40124065	0.14451165	-0.04626963	-0.23779252
0.15206364	-0.0885265	-0.9370624	-0.13545504	0.12107826	-0.908311	0.3755072	-0.060010932	0.28974554	-0.46549577	-0.18879859	0.24903691	0.109036215	0.12316452	-0.12272339	-0.32554597
0.40485215	0.1284069	-0.48932695	0.2842311	0.081619956	-0.61041254	0.0070835627	0.06539561	0.12487167	0.12120774	0.29229942	-0.1107018	0.053736277	0.06194194	-0.061062556	-0.096406944
0.28532755	0.24835742	-0.0179898	0.31313196	-0.45129856	-0.017171068	0.10299943	0.03400219	0.31000406	0.560143	0.23019649	-0.3664164	0.06934875	0.08375479	0.35287803	-0.05796112
0.40296042	-0.07895557	-0.2870217	0.07273654	0.25766414	-0.31244007	-0.14747508	0.03430755	0.016168568	0.034284275	0.5771443	0.08479332	0.10075759	-0.28448758	-0.20289044	0.108722836
0.35515004	-0.02018606	-0.5428989	0.02905523	0.1945161	-0.47772855	0.09097569	0.012206064	0.098628595	-0.1705696	0.18386346	0.21977957	0.07712408	-0.030501157	-0.12956347	-0.11733684
0.33874926	-0.2201258	-0.5645043	-0.37938967	0.11151045	-0.18531558	0.098317854	-0.15968275	0.31467065	-0.1555376	0.29813007	0.20886767	0.3795248	-0.23660403	0.008494123	0.005583107
0.34637728	-0.2373223	0.15031765	-0.25405234	0.14884296	0.4836526	-0.31668484	-0.13733798	0.13494098	0.25112665	0.5193387	-0.03915254	0.32391512	-0.36611968	0.14941978	0.380893
0.41097638	-0.25152203	-0.47963282	-0.21002042	0.13722786	-0.3428064	-0.2936165	-0.2540156	0.20596191	0.07721888	0.4643926	-0.10805476	0.3131519	-0.31685066	0.10358845	0.25623238
-0.12920508	0.24787617	0.2477942	0.35473883	0.6576392	-0.073733635	-0.028401513	0.44741175	-0.62744844	-0.37376896	0.46538106	0.42322212	-0.48644373	-0.12350187	-0.5746247	-0.20136349
0.1285231	0.016750662	-0.18577392	-0.039634213	0.2753076	0.041951455	0.099821046	0.23430495	-0.02429921	-0.059657868	0.29750532	0.3420171	0.044241108	-0.1285421	-0.27673855	-0.11487675
-0.41142544	0.36148083	0.32853737	0.34614903	0.55712765	0.37269816	0.36405614	0.5079876	-0.5415228	-0.446318	0.07548596	0.5487672	-0.4967016	0.25471213	-0.52930045	-0.44418746
0.16620804	0.017066386	-0.4590324	-0.09231069	-0.1291832	-0.22404979	0.28757173	0.08331309	0.3444414	0.07142569	0.1199069	0.15660085	0.061476793	0.05127885	-0.072999045	-0.2344269
0.15304545	-0.10106397	-0.41431567	-0.1835011	-0.39797002	0.08531021	0.23835418	-0.11140194	0.44436988	0.22953922	0.11780897	-0.014927168	0.22406738	-0.04237394	0.22988732	-0.047989212
0.038720384	0.2349408	0.041347142	0.47057343	0.4732259	-0.2491024	-0.085078254	0.34424806	-0.5234664	-0.20338789	0.31608447	0.28432265	-0.45463985	-0.0024845547	-0.5120857	-0.115886755
0.16372561	-0.004643005	-0.52489084	0.031361442	0.27733994	-0.5749295	-0.07237295	0.021128548	-0.16464573	-0.29349124	0.13628295	0.17347227	-0.033455513	0.011393723	-0.23583122	-0.07663314
